2021-10-10 21:27:58.866 | INFO     |  5434 | mycroft.messagebus.load_config:load_message_bus_config:33 | Loading message bus configs
2021-10-10 21:27:58.888 | INFO     |  5434 | mycroft_bus_client.client.client | Connected
2021-10-10 21:27:58.892 | INFO     |  5434 | mycroft.util.process_utils:start_message_bus_client:155 | Connected to messagebus
2021-10-10 21:27:58.898 | INFO     |  5434 | mycroft.skills.msm_wrapper:create_msm:96 | Acquiring lock to instantiate MSM
2021-10-10 21:27:58.898 | INFO     |  5434 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-10 21:28:00.770 | WARNING  |  5434 | msm.mycroft_skills_manager | No such default skill: mycroft-pandora
2021-10-10 21:28:00.779 | INFO     |  5434 | mycroft.skills.msm_wrapper:create_msm:112 | Releasing MSM instantiation lock.
2021-10-10 21:28:00.779 | INFO     |  5434 | mycroft.skills.skill_updater:_log_next_download_time:267 | Next scheduled skill update: 2021-10-10 21:27:59.779547
2021-10-10 21:28:00.780 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-pairing
2021-10-10 21:28:01.525 | INFO     |  5434 | msm.skill_entry | Installing system requirements...
2021-10-10 21:28:01.553 | INFO     |  5434 | msm.skill_entry | Successfully installed mycroft-pairing
2021-10-10 21:28:01.553 | INFO     |  5434 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-10 21:28:01.555 | INFO     |  5434 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-pairing.mycroftai
2021-10-10 21:28:01.566 | INFO     |  5434 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-pairing.mycroftai/settings.json
2021-10-10 21:28:01.603 | INFO     |  5434 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-pairing.mycroftai
2021-10-10 21:28:01.604 | INFO     |  5434 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-pairing.mycroftai/settings.json
2021-10-10 21:28:01.605 | INFO     |  5434 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-pairing.mycroftai loaded successfully
2021-10-10 21:28:01.605 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-volume
2021-10-10 21:28:02.452 | INFO     |  5434 | msm.skill_entry | Installing system requirements...
2021-10-10 21:28:02.461 | INFO     |  5434 | msm.skill_entry | Installing requirements.txt for mycroft-volume
2021-10-10 21:28:03.329 | INFO     |  5434 | msm.skill_entry | Successfully installed mycroft-volume
2021-10-10 21:28:03.329 | INFO     |  5434 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-10 21:28:03.331 | INFO     |  5434 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-volume.mycroftai
2021-10-10 21:28:03.340 | INFO     |  5434 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-volume.mycroftai/settings.json
2021-10-10 21:28:03.404 | ERROR    |  5434 | VolumeSkill | Couldn't allocate mixer, ALSAAudioError('No such file or directory [default]')
2021-10-10 21:28:06.430 | INFO     |  5434 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-volume.mycroftai
2021-10-10 21:28:06.431 | INFO     |  5434 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-volume.mycroftai/settings.json
2021-10-10 21:28:06.498 | INFO     |  5434 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-volume.mycroftai loaded successfully
2021-10-10 21:28:06.499 | INFO     |  5434 | __main__:on_started:177 | Skills service is starting up.
2021-10-10 21:28:06.582 | INFO     |  5434 | __main__:_update_system:154 | Attempting system update...
2021-10-10 21:28:09.585 | INFO     |  5434 | mycroft.enclosure.display_manager:_write_data:70 | Display Manager is creating /tmp/mycroft/ipc/managers/disp_info
2021-10-10 21:28:09.586 | INFO     |  5434 | __main__:_ensure_device_is_paired:133 | Device not paired, invoking the pairing skill
2021-10-10 21:28:09.588 | INFO     |  5434 | __main__:on_alive:181 | Skills service is alive.
2021-10-10 21:28:09.589 | INFO     |  5434 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-10 21:28:09.960 | INFO     |  5434 | PairingSkill | Communicating account URL to user
2021-10-10 21:28:10.015 | WARNING  |  5434 | msm.mycroft_skills_manager | No such default skill: mycroft-pandora
2021-10-10 21:28:10.015 | INFO     |  5434 | mycroft.skills.skill_manager:run:234 | Not all default skills are installed, performing skill update...
2021-10-10 21:28:10.016 | INFO     |  5434 | mycroft.skills.skill_updater:update_skills:149 | Beginning skill update...
2021-10-10 21:28:10.098 | INFO     |  5434 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-10 21:28:10.506 | INFO     |  5434 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-10 21:28:10.552 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/fallback-unknown
2021-10-10 21:28:10.561 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-configuration
2021-10-10 21:28:10.564 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-date-time
2021-10-10 21:28:10.565 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-audio-record
2021-10-10 21:28:10.573 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/fallback-wolfram-alpha
2021-10-10 21:28:10.577 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-alarm
2021-10-10 21:28:10.582 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/fallback-duckduckgo
2021-10-10 21:28:10.584 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-hello-world
2021-10-10 21:28:10.588 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-installer
2021-10-10 21:28:10.593 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-ip
2021-10-10 21:28:10.595 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-joke
2021-10-10 21:28:10.602 | INFO     |  5434 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-naptime
